1,2,0.5
2,3,0.5
3,4,0.5
4,5,0.5
5,6,0.5
6,7,0.5
7,8,0.5
8,9,0.5
9,10,0.5
10,11,0.5
11,12,0.5
12,13,0.5
13,14,0.5
14,15,0.5
15,16,0.5
16,17,0.5
17,18,0.5
18,19,0.5
19,20,0.5
20,21,0.5
21,22,0.5
22,23,0.5
23,24,0.5
24,25,0.5
25,26,0.5
26,27,0.5
27,28,0.5
28,29,0.5
29,30,0.5
30,31,0.5
31,32,0.5
32,33,0.5
33,34,0.5
34,35,0.5
35,36,0.5
36,37,0.5
37,38,0.5
38,39,0.5
39,40,0.5
40,41,0.5
41,42,0.5
42,43,0.5
43,44,0.5
44,45,0.5
45,46,0.5
46,47,0.5
47,48,0.5
48,49,0.5
49,50,0.5
50,51,0.5
51,52,0.5
52,53,0.5
53,54,0.5
54,55,0.5
55,56,0.5
56,57,0.5
57,58,0.5
58,59,0.5
59,60,0.5
60,61,0.5
61,62,0.5
62,63,0.5
63,64,0.5
64,65,0.5
65,66,0.5
66,67,0.5
67,68,0.5
68,69,0.5
69,70,0.5
70,71,0.5
71,72,0.5
72,73,0.5
73,74,0.5
74,75,0.5
75,76,0.5
76,77,0.5
77,78,0.5
78,79,0.5
79,80,0.5
80,81,0.5
81,82,0.5
82,83,0.5
83,84,0.5
84,85,0.5
85,86,0.5
86,87,0.5
87,88,0.5
88,89,0.5
89,90,0.5
90,91,0.5
91,92,0.5
92,93,0.5
93,94,0.5
94,95,0.5
95,96,0.5
96,97,0.5
97,98,0.5
98,99,0.5
99,100,0.6
